2_ChenFlurMukhopadhyay-SAS2012-Ex2.08.bpl,2,1,2,134.76
1_LeikeHeizmann-TACAS2014-Ex9.bpl,1,1,1,27.63
1_ChenFlurMukhopadhyay-SAS2012-Ex2.10.bpl,3,1,1,63.86
1_PastaA8_false-no-overflow_true-termination.bpl,1,1,1,19.23
1_LeikeHeizmann-TACAS2014-Ex1.bpl,1,1,1,26.64
1_Copenhagen.bpl,1,1,1,29.71
3_ChenFlurMukhopadhyay-SAS2012-Ex3.03.bpl,3,3,3,113.14
1_PodelskiRybalchenko-TACAS2011-Fig1.bpl,1,1,1,8.52
1_ChenFlurMukhopadhyay-SAS2012-Ex2.07.bpl,1,1,1,67.02
1_b.03_assume_false-no-overflow.bpl,1,1,1,17.99
1_PastaC7.bpl,1,1,1,30.33
2_2Nested-2.bpl,2,2,2,123.07
1_a.09_assume.bpl,1,1,1,43.32
2_ChenFlurMukhopadhyay-SAS2012-Ex3.05.bpl,2,2,2,194.7
1_b.04.bpl,1,1,1,21.78
2_ChenFlurMukhopadhyay-SAS2012-Ex2.13.bpl,2,2,2,128.38
2_ChenFlurMukhopadhyay-SAS2012-Ex2.16.bpl,2,2,2,49.89
2_LeikeHeizmann-TACAS2014-Fig1.bpl,2,1,1,166.34
1_PastaB6.bpl,1,1,1,11.14
1_Waldkirch.bpl,1,1,1,11.48
1_PastaA6_false-no-overflow_true-termination.bpl,1,1,1,24.89
1_PastaA4.bpl,1,1,1,17.2
1_WhileDecr.bpl,1,1,1,15.39
1_PastaA5_false-no-overflow_true-termination.bpl,1,1,1,10.97
1_PastaB2.bpl,1,1,1,15.6
1_PastaC7_false-no-overflow.bpl,1,1,1,80.62
1_PastaB4.bpl,1,1,1,25.81
1_a.09_assume_false-no-overflow.bpl,1,1,1,18.38
1_b.03_assume.bpl,1,1,1,23.57
1_GulavaniGulwani-CAV2008-Fig1c.bpl,1,1,1,16.93
1_PastaB11_false-no-overflow_true-termination.bpl,1,1,1,39.42
1_PastaB1.bpl,1,1,1,16.16
2_ChenFlurMukhopadhyay-SAS2012-Ex2.01.bpl,2,2,3,130.86
2_ChenFlurMukhopadhyay-SAS2012-Ex3.04.bpl,2,2,2,182.92
