2,2_ChenFlurMukhopadhyay-SAS2012-Ex2.08.bpl,2,0,1,5.25
1,1_LeikeHeizmann-TACAS2014-Ex9.bpl,3,0,0,9.81
1,1_ChenFlurMukhopadhyay-SAS2012-Ex2.10.bpl,3,0,0,10.3
1,1_PastaA8_false-no-overflow_true-termination.bpl,3,0,0,6.64
1,1_LeikeHeizmann-TACAS2014-Ex1.bpl,3,0,0,5.51
1,1_Copenhagen.bpl,3,0,0,5.32
3,3_ChenFlurMukhopadhyay-SAS2012-Ex3.03.bpl,2,0,1,6.09
1,1_PodelskiRybalchenko-TACAS2011-Fig1.bpl,3,0,0,5.67
1,1_ChenFlurMukhopadhyay-SAS2012-Ex2.07.bpl,2,1,0,6.6
2,2_b.03_assume_false-no-overflow.bpl,0,0,3,4.68
1,1_PastaC7.bpl,0,3,0,5.45
2,2_2Nested-2.bpl,2,0,1,4.66
1,1_a.09_assume.bpl,3,0,0,6.06
2,2_ChenFlurMukhopadhyay-SAS2012-Ex3.05.bpl,0,0,3,4.8
1,1_b.04.bpl,2,1,0,5.01
2,2_ChenFlurMukhopadhyay-SAS2012-Ex2.13.bpl,1,0,2,7.1
2,2_ChenFlurMukhopadhyay-SAS2012-Ex2.16.bpl,0,0,3,6.72
2,2_LeikeHeizmann-TACAS2014-Fig1.bpl,2,0,1,6.61
1,1_PastaB6.bpl,3,0,0,6.12
1,1_Waldkirch.bpl,3,0,0,5.79
1,1_PastaA6_false-no-overflow_true-termination.bpl,3,0,0,5.92
1,1_PastaA4.bpl,3,0,0,6.48
1,1_WhileDecr.bpl,3,0,0,4.92
1,1_PastaA5_false-no-overflow_true-termination.bpl,3,0,0,4.29
1,1_PastaB2.bpl,3,0,0,5.18
1,1_PastaC7_false-no-overflow.bpl,0,3,0,5.73
1,1_PastaB4.bpl,1,2,0,4.69
1,1_a.09_assume_false-no-overflow.bpl,2,1,0,9.18
2,2_b.03_assume.bpl,0,0,3,7.15
1,1_GulavaniGulwani-CAV2008-Fig1c.bpl,3,0,0,4.74
1,1_PastaB11_false-no-overflow_true-termination.bpl,3,0,0,4.6
1,1_PastaB1.bpl,3,0,0,4.36
2,2_ChenFlurMukhopadhyay-SAS2012-Ex2.01.bpl,3,0,0,4.54
2,2_ChenFlurMukhopadhyay-SAS2012-Ex3.04.bpl,2,0,1,4.44
