2,2_2.bpl,2,0,1,95.37
1,1_171.bpl,3,0,0,41.1
1,1_151.bpl,2,1,0,128.54
2,2_144.bpl,2,1,0,226.03
1,1_55.bpl,1,2,0,86.04
1,1_167.bpl,3,0,0,111.59
2,2_126.bpl,3,0,0,82.55
1,1_61.bpl,3,0,0,46.35
2,2_73.bpl,3,0,0,75.26
1,1_158.bpl,1,2,0,137.48
1,1_162.bpl,1,2,0,127.41
1,1_133.bpl,3,0,0,37.29
4,4_154.bpl,0,0,3,126.68
1,1_149.bpl,3,0,0,30.97
2,2_67.bpl,3,0,0,118.83
1,1_159.bpl,1,2,0,68.19
3,3_15.bpl,1,0,2,96.52
1,1_115.bpl,3,0,0,23.22
3,3_68.bpl,1,0,2,81.82
1,1_150.bpl,3,0,0,60.47
1,1_164.bpl,3,0,0,81.41
1,1_83.bpl,3,0,0,78.36
1,1_30.bpl,3,0,0,25.09
1,1_148.bpl,0,3,0,100.56
1,1_36.bpl,3,0,0,15.76
2,2_72.bpl,3,0,0,271.01
1,1_166.bpl,2,1,0,90.03
1,1_52.bpl,3,0,0,18.24
2,2_156.bpl,2,0,1,112.62
1,1_1.bpl,3,0,0,37.91
1,1_168.bpl,3,0,0,63.12
1,1_163.bpl,0,3,0,147.12
1,1_152.bpl,2,1,0,37.72
1,1_57.bpl,3,0,0,25.07
1,1_132.bpl,3,0,0,34.06
3,3_2.bpl,0,0,3,89.89
1,1_153.bpl,0,3,0,64.73
1,1_165.bpl,3,0,0,25.86
1,1_160.bpl,1,2,0,48.31
1,1_58.bpl,3,0,0,28.75
2,2_66.bpl,3,0,0,183.48
1,1_29.bpl,3,0,0,31.86
1,1_127.bpl,3,0,0,98.91
1,1_161.bpl,3,0,0,70.38
2,2_51.bpl,1,0,2,62.73
