2_ChenFlurMukhopadhyay-SAS2012-Ex2.08.bpl,2,1,2,8.76
1_LeikeHeizmann-TACAS2014-Ex9.bpl,1,1,1,7.48
1_ChenFlurMukhopadhyay-SAS2012-Ex2.10.bpl,2,2,1,8.84
1_PastaA8_false-no-overflow_true-termination.bpl,1,1,1,7.33
2_2.bpl,2,2,2,5.08
1_LeikeHeizmann-TACAS2014-Ex1.bpl,1,1,1,7.31
1_Copenhagen.bpl,1,1,1,7.7
3_ChenFlurMukhopadhyay-SAS2012-Ex3.03.bpl,2,2,1,9.12
1_PodelskiRybalchenko-TACAS2011-Fig1.bpl,1,1,1,7.32
1_ChenFlurMukhopadhyay-SAS2012-Ex2.07.bpl,1,1,1,6.89
1_b.03_assume_false-no-overflow.bpl,1,1,1,6.91
1_171.bpl,2,1,2,9.16
1_151.bpl,2,1,1,8.25
2_144.bpl,1,1,2,9.18
1_55.bpl,3,2,1,8.83
1_167.bpl,2,2,2,7.11
2_126.bpl,2,2,2,9.12
1_PastaC7.bpl,2,2,2,5.8
2_2Nested-2.bpl,2,2,2,5.47
1_a.09_assume.bpl,1,1,1,6.93
2_ChenFlurMukhopadhyay-SAS2012-Ex3.05.bpl,1,1,2,9.0
1_61.bpl,2,1,2,8.77
2_73.bpl,1,1,2,6.94
1_158.bpl,2,1,1,9.76
1_PastaA7.bpl,1,1,1,7.81
1_162.bpl,1,1,2,8.02
2_157.bpl,2,1,2,7.05
1_133.bpl,1,1,1,7.5
1_149.bpl,1,1,1,17.04
1_b.04.bpl,1,2,1,9.49
1_PastaB7.bpl,1,1,1,8.12
2_67.bpl,2,1,3,5.87
1_159.bpl,2,2,2,9.17
2_ChenFlurMukhopadhyay-SAS2012-Ex2.13.bpl,1,2,1,7.03
1_115.bpl,2,1,1,7.96
3_68.bpl,1,2,1,8.23
1_150.bpl,2,1,2,8.02
1_164.bpl,1,1,1,8.01
2_ChenFlurMukhopadhyay-SAS2012-Ex2.16.bpl,1,2,1,8.04
2_LeikeHeizmann-TACAS2014-Fig1.bpl,1,1,1,6.01
1_83.bpl,1,2,1,8.45
1_PastaB6.bpl,1,1,1,7.1
1_30.bpl,1,2,1,11.24
1_148.bpl,1,2,2,8.79
1_36.bpl,1,1,1,6.52
2_72.bpl,2,1,1,6.87
1_Waldkirch.bpl,1,1,1,7.07
1_PastaA6_false-no-overflow_true-termination.bpl,1,1,1,6.15
1_166.bpl,1,2,2,6.11
1_PastaA4.bpl,1,1,1,11.18
4_4NestedWith3Variables-2.bpl,2,1,2,10.19
1_52.bpl,1,1,1,11.51
1_WhileDecr.bpl,1,1,1,7.09
1_PastaA5_false-no-overflow_true-termination.bpl,1,1,1,6.17
4_AliasDarteFeautrierGonnord-SAS2010-exmini.bpl,2,2,1,7.77
1_PastaB2.bpl,1,1,1,6.09
2_156.bpl,2,2,2,6.89
1_PastaC7_false-no-overflow.bpl,2,2,2,6.63
1_PastaB4.bpl,2,1,2,7.92
1_1.bpl,1,1,2,7.54
1_168.bpl,2,2,2,6.94
1_a.09_assume_false-no-overflow.bpl,1,1,1,7.67
1_163.bpl,1,2,2,6.26
2_154.bpl,1,2,2,7.58
1_152.bpl,1,2,1,7.21
1_57.bpl,1,1,1,10.82
1_132.bpl,1,1,1,5.63
2_ChenFlurMukhopadhyay-SAS2012-Ex3.04.bpl,1,3,2,5.94
1_b.03_assume.bpl,1,1,1,8.99
4_7.bpl,3,3,4,4.9
1_153.bpl,2,2,2,7.61
1_GulavaniGulwani-CAV2008-Fig1c.bpl,1,1,1,9.58
1_165.bpl,1,2,2,7.21
1_PastaB11_false-no-overflow_true-termination.bpl,1,1,1,7.83
1_PastaB1.bpl,1,1,1,5.24
1_160.bpl,1,1,1,8.13
2_AliasDarteFeautrierGonnord-SAS2010-terminate.bpl,2,2,1,7.9
2_ColonSipma-TACAS2001-Fig1.bpl,1,2,2,9.03
2_ChenFlurMukhopadhyay-SAS2012-Ex2.01.bpl,2,2,2,4.77
1_58.bpl,1,1,1,7.19
2_66.bpl,2,2,2,11.75
1_29.bpl,2,2,1,12.46
1_127.bpl,1,1,1,18.53
1_161.bpl,2,1,1,11.87
2_51.bpl,2,2,2,5.62
