ChenFlurMukhopadhyay-SAS2012-Ex2.08.bpl,2,1,0,18.88
LeikeHeizmann-TACAS2014-Ex9.bpl,0,0,3,15.49
ChenFlurMukhopadhyay-SAS2012-Ex2.10.bpl,0,0,3,14.92
PastaA8_false-no-overflow_true-termination.bpl,0,0,3,18.32
2.bpl,1,1,1,16.53
2.bpl,0,3,0,16.81
LeikeHeizmann-TACAS2014-Ex1.bpl,0,0,3,14.52
Copenhagen.bpl,0,0,3,17.09
ChenFlurMukhopadhyay-SAS2012-Ex3.03.bpl,1,1,1,19.46
PodelskiRybalchenko-TACAS2011-Fig1.bpl,0,0,3,13.0
ChenFlurMukhopadhyay-SAS2012-Ex2.07.bpl,0,0,3,20.01
b.03_assume_false-no-overflow.bpl,0,0,3,17.54
b.03_assume_false-no-overflow.bpl,0,0,3,17.86
171.bpl,0,1,2,18.62
151.bpl,0,0,3,24.5
144.bpl,3,0,0,18.16
55.bpl,0,3,0,21.49
167.bpl,0,0,3,20.93
126.bpl,0,1,2,22.06
PastaC7.bpl,0,0,3,16.99
2Nested-2.bpl,0,2,1,16.77
a.09_assume.bpl,0,0,3,17.62
ChenFlurMukhopadhyay-SAS2012-Ex3.05.bpl,2,0,1,18.72
61.bpl,0,0,3,18.18
73.bpl,3,0,0,24.42
158.bpl,0,0,3,25.68
162.bpl,1,0,2,26.5
133.bpl,0,0,3,15.3
154.bpl,3,0,0,21.08
154.bpl,3,0,0,20.04
149.bpl,0,0,3,25.13
b.04.bpl,0,0,3,14.18
67.bpl,3,0,0,19.5
159.bpl,2,0,1,18.98
15.bpl,2,0,1,17.42
ChenFlurMukhopadhyay-SAS2012-Ex2.13.bpl,3,0,0,21.44
115.bpl,0,0,3,14.41
68.bpl,0,0,3,17.29
150.bpl,0,0,3,21.69
164.bpl,0,0,3,21.7
ChenFlurMukhopadhyay-SAS2012-Ex2.16.bpl,3,0,0,16.83
LeikeHeizmann-TACAS2014-Fig1.bpl,2,1,0,19.27
83.bpl,3,0,0,25.12
PastaB6.bpl,0,0,3,13.1
30.bpl,0,0,3,15.38
148.bpl,0,0,3,19.64
36.bpl,0,0,3,15.26
72.bpl,3,0,0,17.72
Waldkirch.bpl,0,0,3,13.24
PastaA6_false-no-overflow_true-termination.bpl,0,0,3,14.5
166.bpl,0,0,3,24.16
PastaA4.bpl,0,0,3,17.68
52.bpl,0,0,3,14.96
WhileDecr.bpl,0,0,3,14.12
PastaA5_false-no-overflow_true-termination.bpl,0,0,3,15.92
PastaB2.bpl,0,0,3,15.48
156.bpl,1,2,0,19.21
PastaC7_false-no-overflow.bpl,0,0,3,15.74
PastaB4.bpl,0,0,3,17.08
1.bpl,0,0,3,23.24
168.bpl,0,0,3,19.88
a.09_assume_false-no-overflow.bpl,0,0,3,18.21
163.bpl,0,1,2,21.51
152.bpl,0,0,3,20.46
57.bpl,0,0,3,14.53
132.bpl,0,0,3,12.86
b.03_assume.bpl,0,0,3,16.14
b.03_assume.bpl,0,0,3,20.25
153.bpl,0,0,3,25.35
GulavaniGulwani-CAV2008-Fig1c.bpl,0,0,3,16.83
165.bpl,0,0,3,17.51
PastaB11_false-no-overflow_true-termination.bpl,0,0,3,13.14
PastaB1.bpl,0,0,3,13.05
160.bpl,1,1,1,15.68
ChenFlurMukhopadhyay-SAS2012-Ex2.01.bpl,2,0,1,23.62
ChenFlurMukhopadhyay-SAS2012-Ex3.04.bpl,3,0,0,29.33
58.bpl,0,0,3,16.0
66.bpl,3,0,0,18.49
29.bpl,0,1,2,15.85
127.bpl,0,0,3,25.15
161.bpl,0,1,2,28.15
51.bpl,3,0,0,13.37
ColonSipma-TACAS2001-Fig1.bpl,3,0,0,19.46
PastaA7.bpl,0,0,3,14.95
PastaB7.bpl,0,0,3,14.27
157.bpl,3,0,0,17.56
AliasDarteFeautrierGonnord-SAS2010-terminate.bpl,3,0,0,18.91
4NestedWith3Variables-2.bpl,3,0,0,23.01
AliasDarteFeautrierGonnord-SAS2010-exmini.bpl,3,0,0,17.79
7.bpl,2,1,0,17.68
