2_2.bpl,2,2,1,95.37
1_171.bpl,1,1,1,41.1
1_151.bpl,2,1,1,128.54
2_144.bpl,2,4,2,226.03
1_55.bpl,2,1,2,86.04
1_167.bpl,1,1,1,111.59
2_126.bpl,2,2,2,82.55
1_61.bpl,1,1,1,46.35
2_73.bpl,2,2,2,75.26
1_158.bpl,2,2,1,137.48
1_162.bpl,1,2,2,127.41
1_133.bpl,1,1,1,37.29
4_154.bpl,2,2,2,126.68
1_149.bpl,1,1,1,30.97
2_67.bpl,2,2,2,118.83
1_159.bpl,1,2,2,68.19
3_15.bpl,2,3,2,96.52
1_115.bpl,1,1,1,23.22
3_68.bpl,3,2,2,81.82
1_150.bpl,1,1,1,60.47
1_164.bpl,1,1,1,81.41
1_83.bpl,1,1,1,78.36
1_30.bpl,1,1,1,25.09
1_148.bpl,2,2,2,100.56
1_36.bpl,1,1,1,15.76
2_72.bpl,2,2,2,271.01
1_166.bpl,1,2,1,90.03
1_52.bpl,1,1,1,18.24
2_156.bpl,1,2,2,112.62
1_1.bpl,1,1,1,37.91
1_168.bpl,1,1,1,63.12
1_163.bpl,2,2,2,147.12
1_152.bpl,2,1,1,37.72
1_57.bpl,1,1,1,25.07
1_132.bpl,1,1,1,34.06
3_2.bpl,2,1,2,89.89
1_153.bpl,2,2,2,64.73
1_165.bpl,1,1,1,25.86
1_160.bpl,2,2,1,48.31
1_58.bpl,1,1,1,28.75
2_66.bpl,2,2,2,183.48
1_29.bpl,1,1,1,31.86
1_127.bpl,1,1,1,98.91
1_161.bpl,1,1,1,70.38
2_51.bpl,1,2,1,62.73
2_ChenFlurMukhopadhyay-SAS2012-Ex2.08.bpl,2,1,2,134.76
1_LeikeHeizmann-TACAS2014-Ex9.bpl,1,1,1,27.63
1_ChenFlurMukhopadhyay-SAS2012-Ex2.10.bpl,3,1,1,63.86
1_PastaA8_false-no-overflow_true-termination.bpl,1,1,1,19.23
1_LeikeHeizmann-TACAS2014-Ex1.bpl,1,1,1,26.64
1_Copenhagen.bpl,1,1,1,29.71
3_ChenFlurMukhopadhyay-SAS2012-Ex3.03.bpl,3,3,3,113.14
1_PodelskiRybalchenko-TACAS2011-Fig1.bpl,1,1,1,8.52
1_ChenFlurMukhopadhyay-SAS2012-Ex2.07.bpl,1,1,1,67.02
2_b.03_assume_false-no-overflow.bpl,1,1,1,17.99
1_PastaC7.bpl,1,1,1,30.33
2_2Nested-2.bpl,2,2,2,123.07
1_a.09_assume.bpl,1,1,1,43.32
2_ChenFlurMukhopadhyay-SAS2012-Ex3.05.bpl,2,2,2,194.7
1_b.04.bpl,1,1,1,21.78
2_ChenFlurMukhopadhyay-SAS2012-Ex2.13.bpl,2,2,2,128.38
2_ChenFlurMukhopadhyay-SAS2012-Ex2.16.bpl,2,2,2,49.89
2_LeikeHeizmann-TACAS2014-Fig1.bpl,2,1,1,166.34
1_PastaB6.bpl,1,1,1,11.14
1_Waldkirch.bpl,1,1,1,11.48
1_PastaA6_false-no-overflow_true-termination.bpl,1,1,1,24.89
1_PastaA4.bpl,1,1,1,17.2
1_WhileDecr.bpl,1,1,1,15.39
1_PastaA5_false-no-overflow_true-termination.bpl,1,1,1,10.97
1_PastaB2.bpl,1,1,1,15.6
1_PastaC7_false-no-overflow.bpl,1,1,1,80.62
1_PastaB4.bpl,1,1,1,25.81
1_a.09_assume_false-no-overflow.bpl,1,1,1,18.38
2_b.03_assume.bpl,1,1,1,23.57
1_GulavaniGulwani-CAV2008-Fig1c.bpl,1,1,1,16.93
1_PastaB11_false-no-overflow_true-termination.bpl,1,1,1,39.42
1_PastaB1.bpl,1,1,1,16.16
2_ChenFlurMukhopadhyay-SAS2012-Ex2.01.bpl,2,2,3,130.86
2_ChenFlurMukhopadhyay-SAS2012-Ex3.04.bpl,2,2,2,182.92
